state,declarationDate,fyDeclared,declarationType,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,disasterLength
SD,2021-03-29 00:00:00+00:00,2021,FM,Fire,SCHROEDER FIRE,0,0,1,1,2021-03-29 00:00:00+00:00,2021-04-04 00:00:00+00:00,,6 days
CA,2020-12-03 00:00:00+00:00,2021,FM,Fire,BOND FIRE,0,0,1,1,2020-12-03 00:00:00+00:00,2020-12-03 00:00:00+00:00,,0 days
NV,2020-11-17 00:00:00+00:00,2021,FM,Fire,PINEHAVEN FIRE,0,0,1,1,2020-11-17 00:00:00+00:00,2020-11-18 00:00:00+00:00,,1 days
CA,2020-10-26 00:00:00+00:00,2021,FM,Fire,BLUE RIDGE FIRE,0,0,1,1,2020-10-26 00:00:00+00:00,2020-10-26 00:00:00+00:00,,0 days
CA,2020-10-26 00:00:00+00:00,2021,FM,Fire,SILVERADO FIRE,0,0,1,1,2020-10-26 00:00:00+00:00,2020-10-26 00:00:00+00:00,,0 days
CO,2020-10-17 00:00:00+00:00,2021,FM,Fire,CALWOOD FIRE,0,0,1,1,2020-10-17 00:00:00+00:00,2020-10-24 00:00:00+00:00,,7 days
CO,2020-10-17 00:00:00+00:00,2021,FM,Fire,EAST TROUBLESOME FIRE,0,0,1,1,2020-10-17 00:00:00+00:00,2020-11-05 00:00:00+00:00,,19 days
CA,2020-09-28 00:00:00+00:00,2020,FM,Fire,ZOGG FIRE,0,0,1,1,2020-09-28 00:00:00+00:00,2020-09-28 00:00:00+00:00,,0 days
CA,2020-09-27 00:00:00+00:00,2020,FM,Fire,GLASS FIRE,0,0,1,1,2020-09-27 00:00:00+00:00,2020-09-27 00:00:00+00:00,,0 days
WY,2020-09-26 00:00:00+00:00,2020,FM,Fire,MULLEN FIRE,0,0,1,1,2020-09-25 00:00:00+00:00,2020-10-19 00:00:00+00:00,,24 days
CA,2020-09-13 00:00:00+00:00,2020,FM,Fire,BOBCAT FIRE,0,0,1,1,2020-09-13 00:00:00+00:00,2020-09-13 00:00:00+00:00,,0 days
CA,2020-09-13 00:00:00+00:00,2020,FM,Fire,SQF FIRE COMPLEX,0,0,1,1,2020-09-13 00:00:00+00:00,2020-09-13 00:00:00+00:00,,0 days
OR,2020-09-12 00:00:00+00:00,2020,FM,Fire,BRATTAIN FIRE,0,0,1,1,2020-09-12 00:00:00+00:00,2020-09-29 00:00:00+00:00,,17 days
OR,2020-09-10 00:00:00+00:00,2020,FM,Fire,CHEHALEM MOUNTAIN BALD PEAK FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-09-15 00:00:00+00:00,,7 days
OR,2020-09-10 00:00:00+00:00,2020,FM,Fire,CLAKAMAS COUNTY FIRE COMPLEX,0,0,1,1,2020-09-08 00:00:00+00:00,2020-10-06 00:00:00+00:00,,28 days
OR,2020-09-10 00:00:00+00:00,2020,FM,Fire,SLATER FIRE,0,0,1,1,2020-09-09 00:00:00+00:00,2020-11-03 00:00:00+00:00,,55 days
OR,2020-09-10 00:00:00+00:00,2020,FM,Fire,PIKE ROAD FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-09-14 00:00:00+00:00,,6 days
OR,2020-09-09 00:00:00+00:00,2020,FM,Fire,SOUTH OBENCHAIN FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-10-14 00:00:00+00:00,,36 days
OR,2020-09-09 00:00:00+00:00,2020,FM,Fire,RIVERSIDE FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-10-15 00:00:00+00:00,,37 days
OR,2020-09-09 00:00:00+00:00,2020,FM,Fire,ARCHIE CREEK FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-10-15 00:00:00+00:00,,37 days
OR,2020-09-09 00:00:00+00:00,2020,FM,Fire,ALMEDA GLENDOWER FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-09-15 00:00:00+00:00,,7 days
CA,2020-09-09 00:00:00+00:00,2020,FM,Fire,BEAR FIRE,0,0,1,1,2020-08-17 00:00:00+00:00,2020-08-17 00:00:00+00:00,,0 days
OR,2020-09-09 00:00:00+00:00,2020,FM,Fire,ECHO MOUNTAIN FIRE COMPLEX,0,0,1,1,2020-09-08 00:00:00+00:00,2020-09-22 00:00:00+00:00,,14 days
CA,2020-09-09 00:00:00+00:00,2020,FM,Fire,SLATER FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-09-08 00:00:00+00:00,,0 days
WA,2020-09-09 00:00:00+00:00,2020,FM,Fire,SUMNER GRADE FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-09-15 00:00:00+00:00,,7 days
WA,2020-09-09 00:00:00+00:00,2020,FM,Fire,BORDEAUX ROAD FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-09-11 00:00:00+00:00,,3 days
OR,2020-09-08 00:00:00+00:00,2020,FM,Fire,POWERLINE FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-09-14 00:00:00+00:00,,6 days
OR,2020-09-08 00:00:00+00:00,2020,FM,Fire,HOLIDAY FARM FIRE,0,0,1,1,2020-09-08 00:00:00+00:00,2020-10-03 00:00:00+00:00,,25 days
OR,2020-09-08 00:00:00+00:00,2020,FM,Fire,BEACHIE CREEK LIONSHEAD FIRE COMPLEX,0,0,1,1,2020-09-07 00:00:00+00:00,2020-10-15 00:00:00+00:00,,38 days
WA,2020-09-08 00:00:00+00:00,2020,FM,Fire,BABB FIRE,0,0,1,1,2020-09-07 00:00:00+00:00,2020-09-15 00:00:00+00:00,,8 days
OR,2020-09-08 00:00:00+00:00,2020,FM,Fire,TWO FOUR TWO FIRE,0,0,1,1,2020-09-07 00:00:00+00:00,2020-09-23 00:00:00+00:00,,16 days
UT,2020-09-07 00:00:00+00:00,2020,FM,Fire,ETHER HOLLOW FIRE,0,0,1,1,2020-09-07 00:00:00+00:00,2020-09-12 00:00:00+00:00,,5 days
WA,2020-09-07 00:00:00+00:00,2020,FM,Fire,APPLE ACRES FIRE,0,0,1,1,2020-09-07 00:00:00+00:00,2020-09-15 00:00:00+00:00,,8 days
WA,2020-09-07 00:00:00+00:00,2020,FM,Fire,COLD SPRINGS/PEARL HILL FIRE,0,0,1,1,2020-09-07 00:00:00+00:00,2020-09-19 00:00:00+00:00,,12 days
CA,2020-09-06 00:00:00+00:00,2020,FM,Fire,EL DORADO FIRE,0,0,1,1,2020-09-05 00:00:00+00:00,2020-09-24 00:00:00+00:00,,19 days
CO,2020-09-06 00:00:00+00:00,2020,FM,Fire,CAMERON PEAK FIRE,0,0,1,1,2020-09-06 00:00:00+00:00,2020-11-02 00:00:00+00:00,2020-01-10 00:00:00+00:00,57 days
CA,2020-09-06 00:00:00+00:00,2020,FM,Fire,CREEK FIRE,0,0,1,1,2020-09-06 00:00:00+00:00,2020-09-06 00:00:00+00:00,,0 days
WY,2020-09-05 00:00:00+00:00,2020,FM,Fire,316 FIRE,0,0,1,1,2020-09-05 00:00:00+00:00,2020-09-06 00:00:00+00:00,,1 days
MT,2020-09-05 00:00:00+00:00,2020,FM,Fire,BRIDGER FOOTHILLS FIRE,0,0,1,1,2020-09-05 00:00:00+00:00,2020-09-14 00:00:00+00:00,,9 days
MT,2020-09-03 00:00:00+00:00,2020,FM,Fire,SNIDER/RICE FIRE COMPLEX,0,0,1,1,2020-09-03 00:00:00+00:00,2020-09-06 00:00:00+00:00,,3 days
MT,2020-09-02 00:00:00+00:00,2020,FM,Fire,BOBCAT FIRE,0,0,1,1,2020-09-02 00:00:00+00:00,2020-09-06 00:00:00+00:00,,4 days
MT,2020-09-02 00:00:00+00:00,2020,FM,Fire,HUFF FIRE ,0,0,1,1,2020-09-02 00:00:00+00:00,2020-09-06 00:00:00+00:00,,4 days
WA,2020-09-01 00:00:00+00:00,2020,FM,Fire,EVANS CANYON FIRE,0,0,1,1,2020-09-01 00:00:00+00:00,2020-09-14 00:00:00+00:00,,13 days
OR,2020-08-28 00:00:00+00:00,2020,FM,Fire,WHITE RIVER FIRE,0,0,1,1,2020-08-17 00:00:00+00:00,2020-09-10 00:00:00+00:00,,24 days
AZ,2020-08-26 00:00:00+00:00,2020,FM,Fire,GRIFFIN FIRE,0,0,1,1,2020-08-17 00:00:00+00:00,2020-08-17 00:00:00+00:00,,0 days
CA,2020-08-22 00:00:00+00:00,2020,FM,Fire,SHEEP FIRE,0,0,1,1,2020-08-17 00:00:00+00:00,2020-08-17 00:00:00+00:00,,0 days
CA,2020-08-21 00:00:00+00:00,2020,FM,Fire,SCU LIGTNING COMPLEX FIRE,0,0,1,1,2020-08-20 00:00:00+00:00,2020-08-20 00:00:00+00:00,,0 days
WA,2020-08-20 00:00:00+00:00,2020,FM,Fire,PALMER FIRE,0,0,1,1,2020-08-18 00:00:00+00:00,2020-09-03 00:00:00+00:00,,16 days
CA,2020-08-20 00:00:00+00:00,2020,FM,Fire,CZU LIGHTNING FIRE COMPLEX,0,0,1,1,2020-08-20 00:00:00+00:00,2020-08-20 00:00:00+00:00,,0 days
CO,2020-08-19 00:00:00+00:00,2020,FM,Fire,PINE GULCH FIRE ,0,0,1,1,2020-08-19 00:00:00+00:00,2020-09-02 00:00:00+00:00,,14 days
CO,2020-08-19 00:00:00+00:00,2020,FM,Fire,GRIZZLY CREEK FIRE ,0,0,1,1,2020-08-13 00:00:00+00:00,2020-08-26 00:00:00+00:00,,13 days
CA,2020-08-19 00:00:00+00:00,2020,FM,Fire,CARMEL FIRE,0,0,1,1,2020-08-18 00:00:00+00:00,2020-08-29 00:00:00+00:00,,11 days
CA,2020-08-18 00:00:00+00:00,2020,FM,Fire,JONES FIRE,0,0,1,1,2020-08-18 00:00:00+00:00,2020-08-27 00:00:00+00:00,,9 days
CA,2020-08-18 00:00:00+00:00,2020,FM,Fire,LNU LIGHTNING FIRE COMPLEX,0,0,1,1,2020-08-17 00:00:00+00:00,2020-08-17 00:00:00+00:00,,0 days
WA,2020-08-17 00:00:00+00:00,2020,FM,Fire,NORTH BROWNSTOWN FIRE,0,0,1,1,2020-08-16 00:00:00+00:00,2020-08-17 00:00:00+00:00,,1 days
CA,2020-08-17 00:00:00+00:00,2020,FM,Fire,RIVER FIRE,0,0,1,1,2020-08-16 00:00:00+00:00,2020-08-29 00:00:00+00:00,,13 days
NV,2020-08-15 00:00:00+00:00,2020,FM,Fire,LOYALTON FIRE,0,0,1,1,2020-08-15 00:00:00+00:00,2020-08-26 00:00:00+00:00,,11 days
OR,2020-08-13 00:00:00+00:00,2020,FM,Fire,MOSIER CREEK FIRE,0,0,1,1,2020-08-12 00:00:00+00:00,2020-08-19 00:00:00+00:00,,7 days
NV,2020-08-03 00:00:00+00:00,2020,FM,Fire,NORTH FIRE,0,0,1,1,2020-08-02 00:00:00+00:00,2020-08-06 00:00:00+00:00,,4 days
CA,2020-08-02 00:00:00+00:00,2020,FM,Fire,APPLE FIRE,0,0,1,1,2020-08-02 00:00:00+00:00,2020-08-11 00:00:00+00:00,,9 days
MT,2020-08-02 00:00:00+00:00,2020,FM,Fire,FALLING STAR FIRE,0,0,1,1,2020-08-02 00:00:00+00:00,2020-08-04 00:00:00+00:00,,2 days
WA,2020-07-28 00:00:00+00:00,2020,FM,Fire,ANGLIN FIRE,0,0,1,1,2020-07-27 00:00:00+00:00,2020-08-01 00:00:00+00:00,,5 days
NV,2020-07-21 00:00:00+00:00,2020,FM,Fire,ROCKFARM FIRE,0,0,1,1,2020-07-21 00:00:00+00:00,2020-07-23 00:00:00+00:00,,2 days
UT,2020-07-13 00:00:00+00:00,2020,FM,Fire,VEYO WEST FIRE,0,0,1,1,2020-07-13 00:00:00+00:00,2020-07-15 00:00:00+00:00,,2 days
WA,2020-07-12 00:00:00+00:00,2020,FM,Fire,ROAD 11 FIRE,0,0,1,1,2020-07-11 00:00:00+00:00,2020-07-15 00:00:00+00:00,,4 days
NV,2020-07-07 00:00:00+00:00,2020,FM,Fire,NUMBERS FIRE,0,0,1,1,2020-07-06 00:00:00+00:00,2020-07-11 00:00:00+00:00,,5 days
UT,2020-06-28 00:00:00+00:00,2020,FM,Fire,KNOLLS FIRE,0,0,1,1,2020-06-28 00:00:00+00:00,2020-06-30 00:00:00+00:00,,2 days
UT,2020-06-28 00:00:00+00:00,2020,FM,Fire,CANAL FIRE,0,0,1,1,2020-06-28 00:00:00+00:00,2020-07-05 00:00:00+00:00,,7 days
NV,2020-06-27 00:00:00+00:00,2020,FM,Fire,POEVILLE ROAD FIRE,0,0,1,1,2020-06-27 00:00:00+00:00,2020-07-04 00:00:00+00:00,,7 days
AZ,2020-06-27 00:00:00+00:00,2020,FM,Fire,AVONDALE FIRE,0,0,1,1,2020-06-27 00:00:00+00:00,2020-06-27 00:00:00+00:00,,0 days
AZ,2020-06-23 00:00:00+00:00,2020,FM,Fire,AQUILA FIRE,0,0,1,1,2020-06-23 00:00:00+00:00,2020-06-23 00:00:00+00:00,,0 days
AZ,2020-06-20 00:00:00+00:00,2020,FM,Fire,BUSH FIRE,0,0,1,1,2020-06-20 00:00:00+00:00,2020-06-20 00:00:00+00:00,2023-12-22 00:00:00+00:00,0 days
AZ,2020-06-11 00:00:00+00:00,2020,FM,Fire,BIG HORN FIRE,0,0,1,1,2020-06-11 00:00:00+00:00,2020-06-11 00:00:00+00:00,,0 days
AZ,2020-05-30 00:00:00+00:00,2020,FM,Fire,OCOTILLO FIRE,0,0,1,1,2020-05-30 00:00:00+00:00,2020-05-30 00:00:00+00:00,,0 days
AZ,2020-05-18 00:00:00+00:00,2020,FM,Fire,EAST DESERT FIRE,0,0,1,1,2020-05-17 00:00:00+00:00,2020-05-17 00:00:00+00:00,,0 days
FL,2020-05-13 00:00:00+00:00,2020,FM,Fire,36TH AVENUE FIRE,0,0,1,1,2020-05-13 00:00:00+00:00,2020-06-02 00:00:00+00:00,2024-03-26 00:00:00+00:00,20 days
FL,2020-05-07 00:00:00+00:00,2020,FM,Fire,MUSSETT BAYOU FIRE,0,0,1,1,2020-05-06 00:00:00+00:00,2020-06-02 00:00:00+00:00,2023-05-15 00:00:00+00:00,27 days
FL,2020-05-06 00:00:00+00:00,2020,FM,Fire,5 MILE SWAMP FIRE,0,0,1,1,2020-05-06 00:00:00+00:00,2020-06-05 00:00:00+00:00,2023-09-20 00:00:00+00:00,30 days
OK,2020-03-07 00:00:00+00:00,2020,FM,Fire,412 FIRE COMPLEX,0,0,1,1,2020-03-07 00:00:00+00:00,2020-03-11 00:00:00+00:00,2021-09-28 00:00:00+00:00,4 days
OK,2019-11-26 00:00:00+00:00,2020,FM,Fire,GAUGE FIRE ,0,0,1,1,2019-11-26 00:00:00+00:00,2019-11-28 00:00:00+00:00,2021-05-25 00:00:00+00:00,2 days
OK,2019-11-26 00:00:00+00:00,2020,FM,Fire,HIGHWAY 50 FIRE  ,0,0,1,1,2019-11-26 00:00:00+00:00,2019-11-28 00:00:00+00:00,,2 days
CA,2019-11-26 00:00:00+00:00,2020,FM,Fire,CAVE FIRE,0,0,1,1,2019-11-25 00:00:00+00:00,2019-11-28 00:00:00+00:00,,3 days
CA,2019-11-01 00:00:00+00:00,2020,FM,Fire,MARIA FIRE,0,0,1,1,2019-11-01 00:00:00+00:00,2019-11-05 00:00:00+00:00,,4 days
CA,2019-10-31 00:00:00+00:00,2020,FM,Fire,HILLSIDE FIRE,0,0,1,1,2019-10-31 00:00:00+00:00,2019-11-02 00:00:00+00:00,,2 days
CA,2019-10-31 00:00:00+00:00,2020,FM,Fire,46 FIRE,0,0,1,1,2019-10-31 00:00:00+00:00,2019-11-02 00:00:00+00:00,,2 days
CA,2019-10-30 00:00:00+00:00,2020,FM,Fire,HILL FIRE,0,0,1,1,2019-10-30 00:00:00+00:00,2019-11-01 00:00:00+00:00,,2 days
CA,2019-10-30 00:00:00+00:00,2020,FM,Fire,EASY FIRE,0,0,1,1,2019-10-30 00:00:00+00:00,2019-11-02 00:00:00+00:00,,3 days
CA,2019-10-28 00:00:00+00:00,2020,FM,Fire,GETTY FIRE,0,0,1,1,2019-10-28 00:00:00+00:00,2019-11-02 00:00:00+00:00,,5 days
CA,2019-10-24 00:00:00+00:00,2020,FM,Fire,TICK FIRE,0,0,1,1,2019-10-24 00:00:00+00:00,2019-10-29 00:00:00+00:00,,5 days
CA,2019-10-24 00:00:00+00:00,2020,FM,Fire,KINCADE FIRE,0,0,1,1,2019-10-24 00:00:00+00:00,2019-11-07 00:00:00+00:00,,14 days
HI,2019-10-23 00:00:00+00:00,2020,FM,Fire,KAHANA RIDGE FIRE,0,0,1,1,2019-10-22 00:00:00+00:00,2019-10-24 00:00:00+00:00,,2 days
CA,2019-10-11 00:00:00+00:00,2020,FM,Fire,SADDLERIDGE FIRE,0,0,1,1,2019-10-10 00:00:00+00:00,2019-10-22 00:00:00+00:00,,12 days
UT,2019-08-30 00:00:00+00:00,2019,FM,Fire,GUN RANGE FIRE,0,0,1,1,2019-08-30 00:00:00+00:00,2019-08-31 00:00:00+00:00,,1 days
NV,2019-08-24 00:00:00+00:00,2019,FM,Fire,LONG VALLEY FIRE,0,0,1,1,2019-08-24 00:00:00+00:00,2019-08-24 00:00:00+00:00,,0 days
AK,2019-08-22 00:00:00+00:00,2019,FM,Fire,DESHKA LANDING FIRE,0,0,1,1,2019-08-17 00:00:00+00:00,2019-09-09 00:00:00+00:00,,23 days
NV,2019-08-21 00:00:00+00:00,2019,FM,Fire,CANYON FIRE,0,0,1,1,2019-08-21 00:00:00+00:00,2019-08-21 00:00:00+00:00,,0 days
TX,2019-08-18 00:00:00+00:00,2019,FM,Fire,COPPER BREAKS FIRE,0,0,1,1,2019-08-16 00:00:00+00:00,2019-09-04 00:00:00+00:00,,19 days
AK,2019-08-20 00:00:00+00:00,2019,FM,Fire,MCKINLEY FIRE,0,0,1,1,2019-08-17 00:00:00+00:00,2019-09-13 00:00:00+00:00,,27 days
MT,2019-07-28 00:00:00+00:00,2019,FM,Fire,NORTH HILLS FIRE,0,0,1,1,2019-07-26 00:00:00+00:00,2019-08-01 00:00:00+00:00,,6 days
OR,2019-07-27 00:00:00+00:00,2019,FM,Fire,MILE POST 97 FIRE,0,0,1,1,2019-07-27 00:00:00+00:00,2019-08-05 00:00:00+00:00,,9 days
AZ,2019-07-22 00:00:00+00:00,2019,FM,Fire,MUSEUM FIRE,0,0,1,1,2019-07-22 00:00:00+00:00,2019-07-22 00:00:00+00:00,,0 days
NV,2019-07-13 00:00:00+00:00,2019,FM,Fire,JASPER FIRE,0,0,1,1,2019-07-13 00:00:00+00:00,2019-07-16 00:00:00+00:00,,3 days
AK,2019-06-28 00:00:00+00:00,2019,FM,Fire,SHOVEL CREEK FIRE,0,0,1,1,2019-06-21 00:00:00+00:00,2019-07-24 00:00:00+00:00,,33 days
NM,2019-03-08 00:00:00+00:00,2019,FM,Fire,IRONWORKS FIRE,0,0,1,1,2019-03-07 00:00:00+00:00,2019-03-13 00:00:00+00:00,,6 days
CA,2018-11-09 00:00:00+00:00,2019,FM,Fire,WOOLSEY FIRE,0,0,1,1,2018-11-08 00:00:00+00:00,2018-11-08 00:00:00+00:00,2019-02-06 00:00:00+00:00,0 days
CA,2018-11-08 00:00:00+00:00,2019,FM,Fire,HILL FIRE,0,0,1,1,2018-11-08 00:00:00+00:00,2018-11-08 00:00:00+00:00,2019-02-06 00:00:00+00:00,0 days
CA,2018-11-08 00:00:00+00:00,2019,FM,Fire,CAMP FIRE,0,0,1,1,2018-11-08 00:00:00+00:00,2018-11-08 00:00:00+00:00,,0 days
UT,2018-09-21 00:00:00+00:00,2018,FM,Fire,BALD MOUNTAIN FIRE,0,0,1,1,2018-09-21 00:00:00+00:00,2018-09-24 00:00:00+00:00,2019-04-10 00:00:00+00:00,3 days
WY,2018-09-18 00:00:00+00:00,2018,FM,Fire,ROOSEVELT FIRE,0,0,1,1,2018-09-18 00:00:00+00:00,2018-10-06 00:00:00+00:00,2023-07-19 00:00:00+00:00,18 days
WA,2018-08-13 00:00:00+00:00,2018,FM,Fire,BOYD'S FIRE,0,0,1,1,2018-08-11 00:00:00+00:00,2018-08-27 00:00:00+00:00,,16 days
SD,2018-08-12 00:00:00+00:00,2018,FM,Fire,VINEYARD FIRE,0,0,1,1,2018-08-11 00:00:00+00:00,2018-08-14 00:00:00+00:00,2022-01-25 00:00:00+00:00,3 days
WA,2018-08-12 00:00:00+00:00,2018,FM,Fire,GRASS VALLEY FIRE,0,0,1,1,2018-08-11 00:00:00+00:00,2018-08-15 00:00:00+00:00,,4 days
IA,2024-06-24 00:00:00+00:00,2024,DR,Severe Storm,"SEVERE STORMS, FLOODING, STRAIGHT-LINE WINDS, AND TORNADOES",0,0,1,1,2024-06-16 00:00:00+00:00,2024-07-23 00:00:00+00:00,,37 days
WA,2018-08-11 00:00:00+00:00,2018,FM,Fire,COUGAR CREEK FIRE,0,0,1,1,2018-08-10 00:00:00+00:00,2018-08-27 00:00:00+00:00,,17 days
WA,2018-08-11 00:00:00+00:00,2018,FM,Fire,HAWK FIRE,0,0,1,1,2018-08-10 00:00:00+00:00,2018-08-17 00:00:00+00:00,,7 days
CA,2018-08-09 00:00:00+00:00,2018,FM,Fire,HOLY FIRE,0,0,1,1,2018-08-09 00:00:00+00:00,2018-08-18 00:00:00+00:00,,9 days
UT,2018-08-06 00:00:00+00:00,2018,FM,Fire,HILLTOP FIRE,0,0,1,1,2018-08-06 00:00:00+00:00,2018-08-11 00:00:00+00:00,2022-09-21 00:00:00+00:00,5 days
WA,2018-08-04 00:00:00+00:00,2018,FM,Fire,ANGEL SPRINGS FIRE,0,0,1,1,2018-08-02 00:00:00+00:00,2018-08-10 00:00:00+00:00,,8 days
TX,2018-07-29 00:00:00+00:00,2018,FM,Fire,PARK ROAD FIRE,0,0,1,1,2018-07-29 00:00:00+00:00,2018-07-29 00:00:00+00:00,2021-08-12 00:00:00+00:00,0 days
ID,2018-07-29 00:00:00+00:00,2018,FM,Fire,GRASSY RIDGE FIRE,0,0,1,1,2018-07-28 00:00:00+00:00,2018-07-30 00:00:00+00:00,2024-06-28 00:00:00+00:00,2 days
CA,2018-07-28 00:00:00+00:00,2018,FM,Fire,MENDOCINO FIRE COMPLEX,0,0,1,1,2018-07-29 00:00:00+00:00,2018-08-20 00:00:00+00:00,,22 days
WA,2018-07-28 00:00:00+00:00,2018,FM,Fire,CHELAN HILLS FIRE,0,0,1,1,2018-07-27 00:00:00+00:00,2018-08-01 00:00:00+00:00,,5 days
CA,2018-07-25 00:00:00+00:00,2018,FM,Fire,CRANSTON FIRE,0,0,1,1,2018-07-25 00:00:00+00:00,2018-08-01 00:00:00+00:00,,7 days
CA,2018-07-23 00:00:00+00:00,2018,FM,Fire,CARR FIRE,0,0,1,1,2018-07-23 00:00:00+00:00,2018-08-18 00:00:00+00:00,,26 days
TX,2018-07-23 00:00:00+00:00,2018,FM,Fire,259 FIRE,0,0,1,1,2018-07-23 00:00:00+00:00,2018-07-23 00:00:00+00:00,2021-08-12 00:00:00+00:00,0 days
WA,2018-07-20 00:00:00+00:00,2018,FM,Fire,BUCKSHOT FIRE,0,0,1,1,2018-07-19 00:00:00+00:00,2018-07-21 00:00:00+00:00,,2 days
WA,2018-07-17 00:00:00+00:00,2018,FM,Fire,UPRIVER BEACON FIRE,0,0,1,1,2018-07-17 00:00:00+00:00,2018-07-21 00:00:00+00:00,,4 days
WA,2018-07-10 00:00:00+00:00,2018,FM,Fire,RYEGRASS COULEE FIRE,0,0,1,1,2018-07-09 00:00:00+00:00,2018-07-11 00:00:00+00:00,,2 days
CA,2018-07-07 00:00:00+00:00,2018,FM,Fire,HOLIDAY FIRE,0,0,1,1,2018-07-07 00:00:00+00:00,2018-07-10 00:00:00+00:00,,3 days
CA,2018-07-06 00:00:00+00:00,2018,FM,Fire,WEST FIRE,0,0,1,1,2018-07-06 00:00:00+00:00,2018-07-09 00:00:00+00:00,,3 days
CA,2018-07-05 00:00:00+00:00,2018,FM,Fire,KLAMATHON FIRE,0,0,1,1,2018-07-05 00:00:00+00:00,2018-07-16 00:00:00+00:00,,11 days
CO,2018-07-04 00:00:00+00:00,2018,FM,Fire,LAKE CHRISTINE FIRE,0,0,1,1,2018-07-04 00:00:00+00:00,2018-07-11 00:00:00+00:00,2024-01-18 00:00:00+00:00,7 days
UT,2018-07-02 00:00:00+00:00,2018,FM,Fire,DOLLAR RIDGE FIRE,0,0,1,1,2018-07-02 00:00:00+00:00,2018-07-22 00:00:00+00:00,2024-01-18 00:00:00+00:00,20 days
CO,2018-06-30 00:00:00+00:00,2018,FM,Fire,CHATEAU FIRE,0,0,1,1,2018-06-30 00:00:00+00:00,2018-07-06 00:00:00+00:00,2023-06-12 00:00:00+00:00,6 days
CO,2018-06-28 00:00:00+00:00,2018,FM,Fire,SPRING CREEK FIRE,0,0,1,1,2018-06-28 00:00:00+00:00,2018-07-12 00:00:00+00:00,2024-01-18 00:00:00+00:00,14 days
CA,2018-06-25 00:00:00+00:00,2018,FM,Fire,CREEK FIRE,0,0,1,1,2018-06-24 00:00:00+00:00,2018-06-29 00:00:00+00:00,,5 days
CA,2018-06-24 00:00:00+00:00,2018,FM,Fire,PAWNEE FIRE,0,0,1,1,2018-06-24 00:00:00+00:00,2018-07-06 00:00:00+00:00,,12 days
OR,2018-06-22 00:00:00+00:00,2018,FM,Fire,GRAHAM FIRE,0,0,1,1,2018-06-21 00:00:00+00:00,2018-06-25 00:00:00+00:00,,4 days
NV,2018-06-17 00:00:00+00:00,2018,FM,Fire,UPPER COLONY FIRE,0,0,1,1,2018-06-17 00:00:00+00:00,2018-06-17 00:00:00+00:00,,0 days
WY,2018-06-11 00:00:00+00:00,2018,FM,Fire,BADGER CREEK FIRE,0,0,1,1,2018-06-11 00:00:00+00:00,2018-06-11 00:00:00+00:00,2022-11-30 00:00:00+00:00,0 days
NM,2018-06-08 00:00:00+00:00,2018,FM,Fire,SOLDIER CANYON FIRE,0,0,1,1,2018-06-07 00:00:00+00:00,2019-06-19 00:00:00+00:00,2021-06-30 00:00:00+00:00,377 days
NM,2018-06-01 00:00:00+00:00,2018,FM,Fire,UTE PARK FIRE ,0,0,1,1,2018-05-31 00:00:00+00:00,2018-07-31 00:00:00+00:00,2022-06-16 00:00:00+00:00,61 days
AZ,2018-05-11 00:00:00+00:00,2018,FM,Fire,89 EAST FIRE,0,0,1,1,2018-05-11 00:00:00+00:00,2018-05-13 00:00:00+00:00,,2 days
TX,2018-05-02 00:00:00+00:00,2018,FM,Fire,MCDANNALD FIRE,0,0,1,1,2018-05-02 00:00:00+00:00,2018-05-14 00:00:00+00:00,2021-08-12 00:00:00+00:00,12 days
AZ,2018-04-29 00:00:00+00:00,2018,FM,Fire,TINDER FIRE,0,0,1,1,2018-04-27 00:00:00+00:00,2018-04-27 00:00:00+00:00,2020-12-09 00:00:00+00:00,0 days
TX,2018-04-18 00:00:00+00:00,2018,FM,Fire,MCCLELLAN FIRE,0,0,1,1,2018-04-17 00:00:00+00:00,2018-04-22 00:00:00+00:00,2021-08-12 00:00:00+00:00,5 days
TX,2018-04-14 00:00:00+00:00,2018,FM,Fire,335 FIRE,0,0,1,1,2018-04-13 00:00:00+00:00,2018-04-15 00:00:00+00:00,2021-08-12 00:00:00+00:00,2 days
TX,2018-04-13 00:00:00+00:00,2018,FM,Fire,HARBOR BAY FIRE,0,0,1,1,2018-04-13 00:00:00+00:00,2018-04-20 00:00:00+00:00,,7 days
OK,2018-04-13 00:00:00+00:00,2018,FM,Fire,RHEA FIRE COMPLEX ,0,0,1,1,2018-04-11 00:00:00+00:00,2018-04-24 00:00:00+00:00,2022-06-23 00:00:00+00:00,13 days
